sentence1	sentence2	gold_label
A woman in a blue shirt is laughing with a woman in a black shirt outside, as people are sitting and standing all around them.	Two women tell each other jokes at home in private.	contradiction
A woman in a blue shirt is laughing with a woman in a black shirt outside, as people are sitting and standing all around them.	Two women talk with each other in public.	entailment
A fluffy, white dog running in the snow.	A white dog is running.	entailment
A fluffy, white dog running in the snow.	A white dog is walking.	contradiction
A dog is about to catch a treat in his mouth.	The dog will catch it.	neutral
A dog is about to catch a treat in his mouth.	The dog is sleeping.	contradiction
Two men handle a fishing net with a cloudy blue sky and concrete wall behind them.	Two men are handling fishing gear in cloudy weather.	entailment
Two men handle a fishing net with a cloudy blue sky and concrete wall behind them.	Two men are fishing in cloudy weather.	neutral
A dog climbs down a black ramp	A dog is on a ramp	entailment
A dog climbs down a black ramp	A cat is on a ramp	contradiction
Three people are staring at a small painting.	Three people are ignoring painting.	contradiction
Three people are staring at a small painting.	Three people looking at painting.	entailment
A woman is at a store getting ready to pay for groceries.	The woman is paying for expensive food.	neutral
A woman is at a store getting ready to pay for groceries.	The man is paying for food.	contradiction
A young woman swings a young boy around by the hands.	The young woman swings her young boy.	neutral
A young woman swings a young boy around by the hands.	The young woman swings a young boy.	entailment
A surgeon and surgical staff operating on a patient.	A surgeon is performing a surgery on a patient	entailment
A surgeon and surgical staff operating on a patient.	The patient did not need to have surgery.	contradiction
A small Japanese woman is standing on the corner.	A woman standing near the street.	entailment
A small Japanese woman is standing on the corner.	A woman stands in the middle of the street.	contradiction
A child is laying down on a wooden bench.	A child lays on a couch.	contradiction
A child is laying down on a wooden bench.	A child lays on a park bench.	neutral
A skier falls down a hill.	A skier falls down the stairs.	contradiction
A skier falls down a hill.	A skier falls down.	entailment
A heavily bearded man in a cap is playing a banjo.	A man is playing live.	neutral
A heavily bearded man in a cap is playing a banjo.	A man playing an game.	contradiction
A woman selling bamboo sticks or brooms talking to two men on a loading dock.	A woman is selling vegetable sticks.	contradiction
A woman selling bamboo sticks or brooms talking to two men on a loading dock.	A woman is selling bamboo sticks.	entailment
A young girl holding a doll is smiling.	A girl is playing with a doll.	entailment
A young girl holding a doll is smiling.	A beautiful girl is playing with a doll.	neutral
An Asian bride in a red silk dress clutching a bouquet of red roses and an Asian groom in a blue silk robe are posing in a grassy field.	An Asian bride is young.	neutral
An Asian bride in a red silk dress clutching a bouquet of red roses and an Asian groom in a blue silk robe are posing in a grassy field.	An Asian bride is posing in a grassy field.	entailment
A snowboarder prepares to go over a ramp.	A snowboarder waits to run a course.	entailment
A snowboarder prepares to go over a ramp.	A woman with a snowboard runs a course.	contradiction
On a muddy racetrack, the yellow Poust car pulls ahead of the competing Hermia car.	Two fast cars are racing.	neutral
On a muddy racetrack, the yellow Poust car pulls ahead of the competing Hermia car.	Two horses are racing.	contradiction
A woman with teddy bear earmuffs is using a wand to make a giant bubble.	The woman is making something.	entailment
A woman with teddy bear earmuffs is using a wand to make a giant bubble.	The woman is piercing a giant bubble.	contradiction
A lot of people walking on a dirt road, wearing summer clothes on a sunny day.	A group of tourists walking.	neutral
A lot of people walking on a dirt road, wearing summer clothes on a sunny day.	A group of animals walking.	contradiction
A brunette woman in a striped shirt speaks to two blond women from behind a table.	A woman is speaking.	entailment
A brunette woman in a striped shirt speaks to two blond women from behind a table.	A woman is trying to show off.	neutral
Four people smile and hold golden plates behind their heads.	Four people held plates.	entailment
Four people smile and hold golden plates behind their heads.	Three people dropped plates.	contradiction
A small child walks hand-in-hand with an adult on the grass leading up to a brick building.	The building is made of brick	entailment
A small child walks hand-in-hand with an adult on the grass leading up to a brick building.	The old building is made of brick	neutral
An old man licks an ice cream cone.	The young man eats salad.	contradiction
