sentence1	sentence2	gold_label
Asian children are preparing for a race on a racetrack.	The children are sleeping on the racetrack.	contradiction
Two homeless men are sitting on the sidewalk.	Two women are homeless.	contradiction
Person standing upon a log in the forest.	The hunter is looking for an animal to hunt.	neutral
An artist working on an ice sculpture	A person with a block of ice.	entailment
Three boys are searching for their books in a library.	There is one more than just two boys in the library.	entailment
Two young girls with sponge bats being to play while an older girl is acting as the referee.	The boys are playing with sponge bats	contradiction
A man is working in a small store with his cat.	People are participating in a protest.	contradiction
A man dressed all in white wearing a white mask on his face pretending to be a statue in a plaza.	The man is in a plaza.	entailment
A group of people looks from below at several balconies, also occupied by people, which are present on the sides of a group of three apartment buildings.	The people are looking upward.	entailment
Asian man wearing a white shirt and gray pants standing with a microphone near a loudspeaker.	The shirt is a button up	neutral
A rice field near some old buildings.	The rice is growing well this season.	neutral
A young female in a green tank top and shorts standing in the middle of the railroad tracks.	The Girl is going to watch the plane fly by.	contradiction
A boy scout troop stands at attention while two uniformed men hold flowers in front of a flag.	The officers command the boy scouts.	neutral
A view of a straight road with a woman jogging along the side.	A female is jogging to prepare for the marathon.	neutral
A woman sitting in a laundromat looking at the camera.	A woman is modeling appliances for the camera.	neutral
Two little girls, both dressed in pink, play on the jungle gym.	Two little girls are climbing.	entailment
The man breaking the ice with his foot stands on a blue mat.	A man is sitting down holding the ice in his hands.	contradiction
The woman is holding the girls hand near a bush.	The woman and child are outdoors picking berries	neutral
Young boy wearing apron standing on step stool cutting meat with butter knife.	There is a young boy working in this picture.	entailment
People are riding around on snowmobiles.	There is plenty of snow to have fun on snowmobiles	entailment
Two little girls in bathing suits sit on the shore of a lake, watching someone fishing from a boat.	Two girls are lying around watching a man in a fishing boat.	entailment
An asian man tries to jaywalk on a street with heavy traffic.	The man does not use the crosswalk	entailment
Three boys wearing yellow lifevests on a raft on the water.	Three boys floating in the water thanks to their life vests after their boat sank.	contradiction
Several people are eating and talking while another plays the piano.	A person is making music.	entailment
A baby in green pants is walking on a street.	The baby is moving.	entailment
Multiple people on a city street building a memorial out of wooden plaques.	There are people on a street watching as someone speaking.	neutral
A little boy being splashed by water on his head	A little boy got splashed by soda.	contradiction
A group of men walk down the middle of a street that has poles lining the street.	An all female group is on a desolate dirt road.	contradiction
Nadal celebrating, wearing a green headband	Someone wearing a bright green headband.	neutral
a young boy wearing an orange helmet riding a scooter	The boy is riding his scooter on the sidewalk	neutral
A dog leaps through a snowy field.	A dog is outside.	entailment
A woman holding a stick out for a dog.	A woman carrying a stick.	entailment
A man in a blue jacket and gloves is standing in the street among other people.	The man is alone and naked at home.	contradiction
A brown dog with a green ball sit in the snow.	There is an animal outside.	entailment
Five figures standing backlit on a stage in front of a red curtain as if they just finished performing or they are about to start.	A group of actors get ready to perform.	neutral
A man sits at brightly colored green and blue booth with ads behind him on the street.	A man is walking through town.	contradiction
Workers clean the steps and the facade of a large statue in a park.	Workers sailing away	contradiction
Two little boys holding apples near the street.	The boys are collecting apples to make applesauce.	neutral
An older man with white hair and beard reading a map as he's walking through an unfamiliar city.	The man is sitting on a park bench.	contradiction
A young girl plays the flute as she looks down at a book while reading the notes.	A girl is playing the guitar.	contradiction
A man wearing a black shaggy hat and leopard printed sash with red accents is holding a drum that says Premier on it.	a drum has been placed atop a scantily dressed man	contradiction
A bartender is pour a draft beer.	a bartender pours beer	entailment
